image,empty,not_adipocyte,adipocyte
5 BEEF Shoulder _r17_c5.jpg,0.018644,0.979011,0.002345
5 BEEF Shoulder _r17_c6.jpg,0.032400,0.948691,0.018909
5 BEEF Shoulder _r17_c7.jpg,0.031019,0.946467,0.022514
5 BEEF Shoulder _r17_c8.jpg,0.070811,0.892671,0.036518
5 BEEF Shoulder _r18_c1.jpg,0.022848,0.961702,0.015450
5 BEEF Shoulder _r18_c10.jpg,0.013245,0.970316,0.016439
5 BEEF Shoulder _r18_c11.jpg,0.012475,0.971579,0.015946
5 BEEF Shoulder _r18_c12.jpg,0.122394,0.869586,0.008019
5 BEEF Shoulder _r18_c19.jpg,0.036003,0.956869,0.007129
5 BEEF Shoulder _r18_c2.jpg,0.012342,0.966937,0.020721
5 BEEF Shoulder _r18_c21.jpg,0.205624,0.766305,0.028071
5 BEEF Shoulder _r18_c25.jpg,0.055563,0.930180,0.014257
5 BEEF Shoulder _r18_c26.jpg,0.040053,0.932503,0.027443
5 BEEF Shoulder _r18_c27.jpg,0.018047,0.971065,0.010888
5 BEEF Shoulder _r18_c28.jpg,0.004989,0.990596,0.004415
5 BEEF Shoulder _r18_c29.jpg,0.010118,0.971894,0.017989
5 BEEF Shoulder _r18_c3.jpg,0.026645,0.965288,0.008067
5 BEEF Shoulder _r18_c30.jpg,0.180630,0.810384,0.008986
5 BEEF Shoulder _r18_c31.jpg,0.015714,0.977691,0.006595
5 BEEF Shoulder _r18_c32.jpg,0.014966,0.970231,0.014804
5 BEEF Shoulder _r18_c33.jpg,0.012036,0.946974,0.040990
5 BEEF Shoulder _r18_c34.jpg,0.013845,0.984693,0.001462
5 BEEF Shoulder _r18_c35.jpg,0.124090,0.802030,0.073880
5 BEEF Shoulder _r18_c36.jpg,0.032782,0.930983,0.036235
5 BEEF Shoulder _r18_c37.jpg,0.009781,0.972443,0.017776
5 BEEF Shoulder _r18_c38.jpg,0.002696,0.982952,0.014351
5 BEEF Shoulder _r18_c39.jpg,0.007552,0.988797,0.003651
5 BEEF Shoulder _r18_c4.jpg,0.007255,0.989472,0.003273
5 BEEF Shoulder _r18_c40.jpg,0.021922,0.969230,0.008848
5 BEEF Shoulder _r18_c41.jpg,0.008704,0.976028,0.015269
5 BEEF Shoulder _r18_c5.jpg,0.005902,0.989106,0.004992
5 BEEF Shoulder _r18_c6.jpg,0.008015,0.973513,0.018473
5 BEEF Shoulder _r18_c7.jpg,0.012709,0.976133,0.011158
5 BEEF Shoulder _r19_c1.jpg,0.011905,0.974059,0.014036
5 BEEF Shoulder _r19_c10.jpg,0.518110,0.462527,0.019363
5 BEEF Shoulder _r19_c11.jpg,0.071158,0.836069,0.092772
5 BEEF Shoulder _r19_c12.jpg,0.212990,0.775693,0.011317
5 BEEF Shoulder _r19_c19.jpg,0.137907,0.827220,0.034873
5 BEEF Shoulder _r19_c2.jpg,0.094015,0.894828,0.011157
5 BEEF Shoulder _r19_c20.jpg,0.016123,0.977460,0.006418
5 BEEF Shoulder _r19_c21.jpg,0.014514,0.970483,0.015003
5 BEEF Shoulder _r19_c26.jpg,0.042257,0.917440,0.040303
5 BEEF Shoulder _r19_c28.jpg,0.130669,0.840703,0.028628
5 BEEF Shoulder _r19_c29.jpg,0.107835,0.881807,0.010358
5 BEEF Shoulder _r19_c3.jpg,0.154027,0.838544,0.007429
5 BEEF Shoulder _r19_c30.jpg,0.001432,0.996589,0.001979
5 BEEF Shoulder _r19_c31.jpg,0.001263,0.987894,0.010843
5 BEEF Shoulder _r19_c32.jpg,0.048585,0.929423,0.021993
5 BEEF Shoulder _r19_c33.jpg,0.009888,0.971978,0.018133
5 BEEF Shoulder _r19_c34.jpg,0.008943,0.977653,0.013404
5 BEEF Shoulder _r19_c35.jpg,0.055260,0.914267,0.030473
5 BEEF Shoulder _r19_c36.jpg,0.015394,0.969886,0.014720
5 BEEF Shoulder _r19_c37.jpg,0.025099,0.962301,0.012600
5 BEEF Shoulder _r19_c38.jpg,0.003368,0.981481,0.015151
5 BEEF Shoulder _r19_c39.jpg,0.007566,0.975359,0.017075
5 BEEF Shoulder _r19_c4.jpg,0.046056,0.944356,0.009588
5 BEEF Shoulder _r19_c40.jpg,0.011523,0.984840,0.003638
5 BEEF Shoulder _r19_c41.jpg,0.001765,0.995143,0.003092
5 BEEF Shoulder _r19_c5.jpg,0.010194,0.983391,0.006415
5 BEEF Shoulder _r19_c6.jpg,0.012455,0.980582,0.006963
5 BEEF Shoulder _r19_c7.jpg,0.031779,0.964387,0.003834
5 BEEF Shoulder _r19_c8.jpg,0.007086,0.976987,0.015928
5 BEEF Shoulder _r19_c9.jpg,0.022044,0.960371,0.017585
5 BEEF Shoulder _r1_c10.jpg,0.264773,0.723071,0.012156
5 BEEF Shoulder _r1_c11.jpg,0.169941,0.749356,0.080703
5 BEEF Shoulder _r1_c12.jpg,0.168376,0.797998,0.033626
5 BEEF Shoulder _r1_c13.jpg,0.233366,0.760244,0.006390
5 BEEF Shoulder _r1_c14.jpg,0.300455,0.685859,0.013686
5 BEEF Shoulder _r1_c15.jpg,0.171000,0.787535,0.041465
5 BEEF Shoulder _r1_c16.jpg,0.045315,0.904359,0.050326
5 BEEF Shoulder _r1_c17.jpg,0.128319,0.850520,0.021161
5 BEEF Shoulder _r1_c18.jpg,0.105723,0.891472,0.002805
5 BEEF Shoulder _r1_c19.jpg,0.345708,0.642604,0.011689
5 BEEF Shoulder _r1_c20.jpg,0.122742,0.874105,0.003153
5 BEEF Shoulder _r1_c22.jpg,0.026181,0.970278,0.003541
5 BEEF Shoulder _r1_c23.jpg,0.208269,0.782953,0.008778
5 BEEF Shoulder _r1_c24.jpg,0.535654,0.453780,0.010566
5 BEEF Shoulder _r1_c25.jpg,0.209562,0.774340,0.016098
5 BEEF Shoulder _r1_c26.jpg,0.110087,0.871236,0.018677
5 BEEF Shoulder _r1_c27.jpg,0.040256,0.940929,0.018815
5 BEEF Shoulder _r1_c30.jpg,0.145299,0.820755,0.033945
5 BEEF Shoulder _r1_c37.jpg,0.038893,0.901655,0.059452
5 BEEF Shoulder _r1_c41.jpg,0.830706,0.155100,0.014194
5 BEEF Shoulder _r1_c7.jpg,0.339011,0.619736,0.041253
5 BEEF Shoulder _r1_c8.jpg,0.066350,0.887067,0.046583
5 BEEF Shoulder _r1_c9.jpg,0.770519,0.214824,0.014657
5 BEEF Shoulder _r20_c0.jpg,0.093232,0.861176,0.045592
5 BEEF Shoulder _r20_c1.jpg,0.044885,0.939487,0.015628
5 BEEF Shoulder _r20_c10.jpg,0.173930,0.806364,0.019706
5 BEEF Shoulder _r20_c12.jpg,0.036812,0.949455,0.013732
5 BEEF Shoulder _r20_c16.jpg,0.041360,0.933305,0.025335
5 BEEF Shoulder _r20_c17.jpg,0.045388,0.945263,0.009350
5 BEEF Shoulder _r20_c19.jpg,0.005950,0.989048,0.005002
5 BEEF Shoulder _r20_c2.jpg,0.040288,0.950272,0.009440
5 BEEF Shoulder _r20_c20.jpg,0.020225,0.936878,0.042897
5 BEEF Shoulder _r20_c21.jpg,0.021742,0.962557,0.015702
5 BEEF Shoulder _r20_c23.jpg,0.169957,0.820423,0.009620
5 BEEF Shoulder _r20_c24.jpg,0.010780,0.973547,0.015673
5 BEEF Shoulder _r20_c25.jpg,0.122861,0.852117,0.025022
5 BEEF Shoulder _r20_c26.jpg,0.432429,0.536765,0.030806
5 BEEF Shoulder _r20_c27.jpg,0.096032,0.855705,0.048263
5 BEEF Shoulder _r20_c28.jpg,0.029819,0.950302,0.019878
5 BEEF Shoulder _r20_c29.jpg,0.186523,0.736136,0.077340
5 BEEF Shoulder _r20_c3.jpg,0.002282,0.989511,0.008207
5 BEEF Shoulder _r20_c30.jpg,0.014791,0.982070,0.003139
5 BEEF Shoulder _r20_c31.jpg,0.020963,0.814867,0.164171
5 BEEF Shoulder _r20_c32.jpg,0.058338,0.879551,0.062111
5 BEEF Shoulder _r20_c33.jpg,0.046532,0.929913,0.023554
5 BEEF Shoulder _r20_c34.jpg,0.141233,0.817479,0.041288
5 BEEF Shoulder _r20_c35.jpg,0.005937,0.981967,0.012096
5 BEEF Shoulder _r20_c36.jpg,0.008457,0.987110,0.004433
5 BEEF Shoulder _r20_c37.jpg,0.013827,0.977673,0.008500
5 BEEF Shoulder _r20_c38.jpg,0.004351,0.990238,0.005410
5 BEEF Shoulder _r20_c39.jpg,0.002321,0.991318,0.006361
5 BEEF Shoulder _r20_c4.jpg,0.206801,0.773553,0.019646
5 BEEF Shoulder _r20_c40.jpg,0.009868,0.987006,0.003126
5 BEEF Shoulder _r20_c41.jpg,0.003234,0.983433,0.013332
5 BEEF Shoulder _r20_c5.jpg,0.020614,0.977655,0.001731
5 BEEF Shoulder _r20_c6.jpg,0.017574,0.981163,0.001263
5 BEEF Shoulder _r20_c7.jpg,0.011315,0.946753,0.041932
5 BEEF Shoulder _r20_c8.jpg,0.004578,0.980527,0.014895
5 BEEF Shoulder _r20_c9.jpg,0.006149,0.988168,0.005683
5 BEEF Shoulder _r21_c0.jpg,0.036334,0.946386,0.017280
5 BEEF Shoulder _r21_c1.jpg,0.022913,0.970957,0.006130
5 BEEF Shoulder _r21_c10.jpg,0.031394,0.957224,0.011382
5 BEEF Shoulder _r21_c12.jpg,0.072739,0.915971,0.011289
5 BEEF Shoulder _r21_c15.jpg,0.106161,0.885769,0.008069
5 BEEF Shoulder _r21_c16.jpg,0.808606,0.182560,0.008833
5 BEEF Shoulder _r21_c17.jpg,0.122987,0.867023,0.009990
5 BEEF Shoulder _r21_c19.jpg,0.003996,0.984735,0.011269
5 BEEF Shoulder _r21_c2.jpg,0.230835,0.760386,0.008780
5 BEEF Shoulder _r21_c21.jpg,0.025447,0.921792,0.052761
5 BEEF Shoulder _r21_c23.jpg,0.094958,0.898807,0.006234
5 BEEF Shoulder _r21_c24.jpg,0.016903,0.978948,0.004149
5 BEEF Shoulder _r21_c25.jpg,0.036056,0.928226,0.035719
5 BEEF Shoulder _r21_c26.jpg,0.031044,0.944723,0.024233
5 BEEF Shoulder _r21_c27.jpg,0.005861,0.987884,0.006255
5 BEEF Shoulder _r21_c28.jpg,0.004980,0.983827,0.011193
5 BEEF Shoulder _r21_c29.jpg,0.134662,0.840919,0.024419
5 BEEF Shoulder _r21_c3.jpg,0.723320,0.272621,0.004059
5 BEEF Shoulder _r21_c30.jpg,0.149708,0.839294,0.010998
5 BEEF Shoulder _r21_c32.jpg,0.024226,0.967829,0.007945
5 BEEF Shoulder _r21_c33.jpg,0.037777,0.946381,0.015842
5 BEEF Shoulder _r21_c34.jpg,0.008056,0.981115,0.010829
5 BEEF Shoulder _r21_c35.jpg,0.052830,0.936410,0.010760
5 BEEF Shoulder _r21_c36.jpg,0.012654,0.973941,0.013405
5 BEEF Shoulder _r21_c37.jpg,0.031738,0.946390,0.021872
5 BEEF Shoulder _r21_c38.jpg,0.011651,0.982029,0.006320
5 BEEF Shoulder _r21_c39.jpg,0.007192,0.987506,0.005302
5 BEEF Shoulder _r21_c4.jpg,0.140746,0.850249,0.009005
5 BEEF Shoulder _r21_c40.jpg,0.001726,0.990210,0.008063
5 BEEF Shoulder _r21_c41.jpg,0.007471,0.958848,0.033681
5 BEEF Shoulder _r21_c5.jpg,0.023473,0.966201,0.010327
5 BEEF Shoulder _r21_c6.jpg,0.005455,0.987047,0.007499
5 BEEF Shoulder _r21_c7.jpg,0.009883,0.978285,0.011832
5 BEEF Shoulder _r21_c8.jpg,0.018831,0.965485,0.015685
5 BEEF Shoulder _r22_c10.jpg,0.025251,0.945211,0.029538
5 BEEF Shoulder _r22_c14.jpg,0.143096,0.843924,0.012981
5 BEEF Shoulder _r22_c16.jpg,0.151747,0.835283,0.012970
5 BEEF Shoulder _r22_c17.jpg,0.092772,0.851473,0.055755
5 BEEF Shoulder _r22_c19.jpg,0.025905,0.968087,0.006008
5 BEEF Shoulder _r22_c21.jpg,0.015853,0.965696,0.018451
5 BEEF Shoulder _r22_c22.jpg,0.020041,0.951550,0.028409
5 BEEF Shoulder _r22_c24.jpg,0.009456,0.979907,0.010637
5 BEEF Shoulder _r22_c25.jpg,0.043085,0.948669,0.008245
5 BEEF Shoulder _r22_c26.jpg,0.037537,0.954210,0.008253
5 BEEF Shoulder _r22_c27.jpg,0.033773,0.949796,0.016431
5 BEEF Shoulder _r22_c28.jpg,0.327047,0.626380,0.046573
5 BEEF Shoulder _r22_c29.jpg,0.041504,0.938785,0.019711
5 BEEF Shoulder _r22_c3.jpg,0.057472,0.893882,0.048645
5 BEEF Shoulder _r22_c30.jpg,0.049072,0.938256,0.012672
5 BEEF Shoulder _r22_c31.jpg,0.027873,0.948994,0.023133
5 BEEF Shoulder _r22_c32.jpg,0.023216,0.938778,0.038005
5 BEEF Shoulder _r22_c33.jpg,0.052328,0.845202,0.102470
5 BEEF Shoulder _r22_c34.jpg,0.014705,0.948409,0.036886
5 BEEF Shoulder _r22_c35.jpg,0.029630,0.961938,0.008432
5 BEEF Shoulder _r22_c36.jpg,0.004956,0.968250,0.026794
5 BEEF Shoulder _r22_c37.jpg,0.000890,0.995391,0.003719
5 BEEF Shoulder _r22_c38.jpg,0.017821,0.978266,0.003913
5 BEEF Shoulder _r22_c39.jpg,0.009640,0.973944,0.016416
5 BEEF Shoulder _r22_c4.jpg,0.035648,0.935008,0.029344
5 BEEF Shoulder _r22_c40.jpg,0.003145,0.956137,0.040718
5 BEEF Shoulder _r22_c41.jpg,0.024329,0.923193,0.052478
5 BEEF Shoulder _r22_c5.jpg,0.003490,0.985925,0.010585
5 BEEF Shoulder _r22_c6.jpg,0.001950,0.994005,0.004044
5 BEEF Shoulder _r22_c7.jpg,0.013092,0.982433,0.004475
5 BEEF Shoulder _r22_c8.jpg,0.020024,0.964963,0.015013
5 BEEF Shoulder _r23_c1.jpg,0.065729,0.926886,0.007385
5 BEEF Shoulder _r23_c10.jpg,0.056517,0.919307,0.024175
5 BEEF Shoulder _r23_c11.jpg,0.193719,0.786823,0.019458
5 BEEF Shoulder _r23_c12.jpg,0.295159,0.687403,0.017438
5 BEEF Shoulder _r23_c13.jpg,0.518150,0.430964,0.050886
5 BEEF Shoulder _r23_c14.jpg,0.029178,0.965222,0.005600
5 BEEF Shoulder _r23_c15.jpg,0.032268,0.946518,0.021215
5 BEEF Shoulder _r23_c16.jpg,0.050761,0.922381,0.026858
5 BEEF Shoulder _r23_c17.jpg,0.013977,0.969172,0.016851
5 BEEF Shoulder _r23_c18.jpg,0.015611,0.978177,0.006212
5 BEEF Shoulder _r23_c19.jpg,0.027826,0.955899,0.016275
5 BEEF Shoulder _r23_c2.jpg,0.140697,0.843487,0.015816
5 BEEF Shoulder _r23_c21.jpg,0.138527,0.797156,0.064317
5 BEEF Shoulder _r23_c22.jpg,0.011940,0.956605,0.031456
5 BEEF Shoulder _r23_c23.jpg,0.075623,0.904214,0.020163
5 BEEF Shoulder _r23_c24.jpg,0.114702,0.850070,0.035228
5 BEEF Shoulder _r23_c26.jpg,0.060314,0.872292,0.067394
5 BEEF Shoulder _r23_c27.jpg,0.018631,0.973628,0.007742
5 BEEF Shoulder _r23_c28.jpg,0.152655,0.838025,0.009321
5 BEEF Shoulder _r23_c29.jpg,0.063449,0.904214,0.032337
5 BEEF Shoulder _r23_c3.jpg,0.018350,0.973791,0.007859
5 BEEF Shoulder _r23_c30.jpg,0.008955,0.980913,0.010133
5 BEEF Shoulder _r23_c31.jpg,0.020314,0.962951,0.016734
5 BEEF Shoulder _r23_c32.jpg,0.010143,0.977964,0.011893
5 BEEF Shoulder _r23_c33.jpg,0.015812,0.959473,0.024714
5 BEEF Shoulder _r23_c34.jpg,0.022119,0.959673,0.018209
5 BEEF Shoulder _r23_c35.jpg,0.010720,0.982356,0.006924
5 BEEF Shoulder _r23_c36.jpg,0.001448,0.996906,0.001646
5 BEEF Shoulder _r23_c37.jpg,0.018343,0.978161,0.003496
5 BEEF Shoulder _r23_c38.jpg,0.107057,0.883990,0.008953
5 BEEF Shoulder _r23_c39.jpg,0.010220,0.980677,0.009103
5 BEEF Shoulder _r23_c4.jpg,0.084304,0.901790,0.013906
5 BEEF Shoulder _r23_c40.jpg,0.068286,0.902742,0.028972
5 BEEF Shoulder _r23_c41.jpg,0.030470,0.954330,0.015200
5 BEEF Shoulder _r23_c5.jpg,0.004656,0.992183,0.003161
5 BEEF Shoulder _r23_c6.jpg,0.023201,0.970470,0.006329
5 BEEF Shoulder _r23_c7.jpg,0.005291,0.992821,0.001888
5 BEEF Shoulder _r23_c8.jpg,0.027775,0.948405,0.023820
5 BEEF Shoulder _r23_c9.jpg,0.017294,0.945352,0.037354
5 BEEF Shoulder _r24_c1.jpg,0.008503,0.971523,0.019974
5 BEEF Shoulder _r24_c10.jpg,0.023427,0.924651,0.051922
5 BEEF Shoulder _r24_c13.jpg,0.054965,0.922638,0.022397
5 BEEF Shoulder _r24_c14.jpg,0.193207,0.754840,0.051953
5 BEEF Shoulder _r24_c15.jpg,0.033954,0.947755,0.018291
5 BEEF Shoulder _r24_c16.jpg,0.051070,0.916565,0.032365
5 BEEF Shoulder _r24_c17.jpg,0.056482,0.911263,0.032255
5 BEEF Shoulder _r24_c19.jpg,0.322075,0.657148,0.020777
5 BEEF Shoulder _r24_c2.jpg,0.113912,0.851086,0.035002
5 BEEF Shoulder _r24_c20.jpg,0.070820,0.894964,0.034216
5 BEEF Shoulder _r24_c21.jpg,0.008928,0.966993,0.024079
5 BEEF Shoulder _r24_c23.jpg,0.049239,0.944686,0.006075
5 BEEF Shoulder _r24_c25.jpg,0.151236,0.823580,0.025184
5 BEEF Shoulder _r24_c26.jpg,0.015049,0.977759,0.007192
5 BEEF Shoulder _r24_c27.jpg,0.006179,0.987778,0.006044
5 BEEF Shoulder _r24_c28.jpg,0.093666,0.867252,0.039083
5 BEEF Shoulder _r24_c29.jpg,0.013537,0.972254,0.014210
5 BEEF Shoulder _r24_c3.jpg,0.017266,0.969469,0.013265
5 BEEF Shoulder _r24_c30.jpg,0.012957,0.976231,0.010812
5 BEEF Shoulder _r24_c31.jpg,0.012793,0.941803,0.045403
5 BEEF Shoulder _r24_c32.jpg,0.073587,0.814014,0.112399
5 BEEF Shoulder _r24_c33.jpg,0.004138,0.980196,0.015666
5 BEEF Shoulder _r24_c34.jpg,0.005594,0.979511,0.014895
5 BEEF Shoulder _r24_c35.jpg,0.012695,0.962457,0.024848
5 BEEF Shoulder _r24_c36.jpg,0.006250,0.987366,0.006384
5 BEEF Shoulder _r24_c37.jpg,0.089440,0.898304,0.012257
5 BEEF Shoulder _r24_c38.jpg,0.019929,0.976353,0.003718
5 BEEF Shoulder _r24_c39.jpg,0.002415,0.996340,0.001244
5 BEEF Shoulder _r24_c4.jpg,0.176236,0.801466,0.022298
5 BEEF Shoulder _r24_c40.jpg,0.006593,0.983004,0.010403
5 BEEF Shoulder _r24_c41.jpg,0.038301,0.919888,0.041811
5 BEEF Shoulder _r24_c5.jpg,0.044614,0.941791,0.013595
5 BEEF Shoulder _r24_c6.jpg,0.008945,0.986419,0.004636
5 BEEF Shoulder _r24_c8.jpg,0.009686,0.926246,0.064067
5 BEEF Shoulder _r24_c9.jpg,0.095029,0.889761,0.015210
5 BEEF Shoulder _r25_c1.jpg,0.058744,0.916077,0.025179
5 BEEF Shoulder _r25_c10.jpg,0.007813,0.979071,0.013116
5 BEEF Shoulder _r25_c11.jpg,0.028112,0.945859,0.026029
5 BEEF Shoulder _r25_c13.jpg,0.215825,0.767001,0.017174
5 BEEF Shoulder _r25_c14.jpg,0.077189,0.912597,0.010214
5 BEEF Shoulder _r25_c15.jpg,0.409966,0.553284,0.036750
5 BEEF Shoulder _r25_c16.jpg,0.097894,0.890136,0.011970
5 BEEF Shoulder _r25_c17.jpg,0.289569,0.658164,0.052267
5 BEEF Shoulder _r25_c19.jpg,0.168600,0.796737,0.034663
5 BEEF Shoulder _r25_c2.jpg,0.182465,0.770020,0.047515
5 BEEF Shoulder _r25_c20.jpg,0.008989,0.972652,0.018359
5 BEEF Shoulder _r25_c21.jpg,0.010113,0.976342,0.013545
5 BEEF Shoulder _r25_c22.jpg,0.012200,0.982615,0.005185
5 BEEF Shoulder _r25_c23.jpg,0.038112,0.935959,0.025929
5 BEEF Shoulder _r25_c24.jpg,0.028440,0.964975,0.006585
5 BEEF Shoulder _r25_c25.jpg,0.205398,0.768969,0.025633
5 BEEF Shoulder _r25_c26.jpg,0.009937,0.972487,0.017576
5 BEEF Shoulder _r25_c27.jpg,0.041195,0.949677,0.009127
5 BEEF Shoulder _r25_c28.jpg,0.019483,0.976675,0.003841
5 BEEF Shoulder _r25_c29.jpg,0.001010,0.994017,0.004973
5 BEEF Shoulder _r25_c3.jpg,0.270792,0.722162,0.007046
5 BEEF Shoulder _r25_c30.jpg,0.068492,0.920563,0.010945
5 BEEF Shoulder _r25_c31.jpg,0.007540,0.986420,0.006040
5 BEEF Shoulder _r25_c32.jpg,0.052482,0.888707,0.058812
5 BEEF Shoulder _r25_c33.jpg,0.008652,0.979453,0.011895
5 BEEF Shoulder _r25_c34.jpg,0.017135,0.959965,0.022900
5 BEEF Shoulder _r25_c35.jpg,0.025770,0.967452,0.006778
5 BEEF Shoulder _r25_c36.jpg,0.036997,0.907849,0.055154
5 BEEF Shoulder _r25_c37.jpg,0.053904,0.935902,0.010194
5 BEEF Shoulder _r25_c38.jpg,0.055038,0.939332,0.005630
5 BEEF Shoulder _r25_c39.jpg,0.272107,0.659258,0.068635
5 BEEF Shoulder _r25_c4.jpg,0.012227,0.955307,0.032466
5 BEEF Shoulder _r25_c40.jpg,0.111389,0.879121,0.009489
5 BEEF Shoulder _r25_c5.jpg,0.449280,0.479928,0.070792
5 BEEF Shoulder _r25_c6.jpg,0.032447,0.961438,0.006115
5 BEEF Shoulder _r25_c7.jpg,0.028730,0.957979,0.013291
5 BEEF Shoulder _r25_c8.jpg,0.022104,0.970590,0.007305
5 BEEF Shoulder _r25_c9.jpg,0.052096,0.927430,0.020475
5 BEEF Shoulder _r26_c1.jpg,0.143603,0.845700,0.010697
5 BEEF Shoulder _r26_c13.jpg,0.184787,0.804784,0.010429
5 BEEF Shoulder _r26_c14.jpg,0.229931,0.709668,0.060401
5 BEEF Shoulder _r26_c15.jpg,0.299276,0.590061,0.110664
5 BEEF Shoulder _r26_c17.jpg,0.456529,0.536348,0.007122
5 BEEF Shoulder _r26_c18.jpg,0.062508,0.924607,0.012885
5 BEEF Shoulder _r26_c19.jpg,0.001515,0.990964,0.007521
5 BEEF Shoulder _r26_c2.jpg,0.007892,0.981579,0.010529
5 BEEF Shoulder _r26_c20.jpg,0.002929,0.983729,0.013342
5 BEEF Shoulder _r26_c21.jpg,0.003686,0.984466,0.011848
5 BEEF Shoulder _r26_c22.jpg,0.005158,0.978971,0.015871
5 BEEF Shoulder _r26_c23.jpg,0.018996,0.971468,0.009536
5 BEEF Shoulder _r26_c24.jpg,0.037797,0.956590,0.005614
5 BEEF Shoulder _r26_c25.jpg,0.033964,0.937826,0.028210
5 BEEF Shoulder _r26_c26.jpg,0.007624,0.977319,0.015057
5 BEEF Shoulder _r26_c28.jpg,0.020409,0.975993,0.003598
5 BEEF Shoulder _r26_c29.jpg,0.012680,0.972929,0.014391
5 BEEF Shoulder _r26_c3.jpg,0.042816,0.929396,0.027788
5 BEEF Shoulder _r26_c30.jpg,0.027139,0.956959,0.015902
5 BEEF Shoulder _r26_c31.jpg,0.007113,0.950078,0.042809
5 BEEF Shoulder _r26_c32.jpg,0.029380,0.945646,0.024974
5 BEEF Shoulder _r26_c33.jpg,0.003775,0.992332,0.003893
5 BEEF Shoulder _r26_c34.jpg,0.012326,0.972659,0.015015
5 BEEF Shoulder _r26_c35.jpg,0.004872,0.991075,0.004053
5 BEEF Shoulder _r26_c36.jpg,0.080296,0.901983,0.017721
5 BEEF Shoulder _r26_c37.jpg,0.043877,0.946798,0.009325
5 BEEF Shoulder _r26_c38.jpg,0.261600,0.721176,0.017224
5 BEEF Shoulder _r26_c39.jpg,0.074875,0.896737,0.028388
5 BEEF Shoulder _r26_c4.jpg,0.138844,0.831966,0.029190
5 BEEF Shoulder _r26_c5.jpg,0.034285,0.947570,0.018146
5 BEEF Shoulder _r26_c6.jpg,0.149682,0.795171,0.055147
5 BEEF Shoulder _r26_c7.jpg,0.079844,0.863769,0.056387
5 BEEF Shoulder _r26_c8.jpg,0.089395,0.885018,0.025587
5 BEEF Shoulder _r27_c0.jpg,0.108744,0.840843,0.050413
5 BEEF Shoulder _r27_c1.jpg,0.016414,0.946954,0.036632
5 BEEF Shoulder _r27_c10.jpg,0.082351,0.906869,0.010780
5 BEEF Shoulder _r27_c12.jpg,0.031110,0.960419,0.008471
5 BEEF Shoulder _r27_c13.jpg,0.028011,0.957531,0.014459
5 BEEF Shoulder _r27_c14.jpg,0.092037,0.879264,0.028699
5 BEEF Shoulder _r27_c15.jpg,0.051018,0.868168,0.080815
5 BEEF Shoulder _r27_c16.jpg,0.112222,0.883345,0.004433
5 BEEF Shoulder _r27_c17.jpg,0.042898,0.943754,0.013348
5 BEEF Shoulder _r27_c18.jpg,0.008266,0.982067,0.009667
5 BEEF Shoulder _r27_c19.jpg,0.003271,0.987798,0.008931
5 BEEF Shoulder _r27_c2.jpg,0.027643,0.935960,0.036397
5 BEEF Shoulder _r27_c20.jpg,0.002718,0.993567,0.003715
5 BEEF Shoulder _r27_c21.jpg,0.002961,0.981708,0.015331
5 BEEF Shoulder _r27_c22.jpg,0.008598,0.979116,0.012286
5 BEEF Shoulder _r27_c23.jpg,0.021138,0.924592,0.054271
5 BEEF Shoulder _r27_c24.jpg,0.044744,0.949920,0.005337
5 BEEF Shoulder _r27_c25.jpg,0.087776,0.879743,0.032481
5 BEEF Shoulder _r27_c26.jpg,0.090476,0.902141,0.007383
5 BEEF Shoulder _r27_c27.jpg,0.088424,0.904335,0.007242
5 BEEF Shoulder _r27_c28.jpg,0.022834,0.969303,0.007863
5 BEEF Shoulder _r27_c29.jpg,0.062357,0.889315,0.048327
5 BEEF Shoulder _r27_c3.jpg,0.065531,0.922808,0.011661
5 BEEF Shoulder _r27_c30.jpg,0.075915,0.915750,0.008335
5 BEEF Shoulder _r27_c31.jpg,0.016389,0.973837,0.009774
5 BEEF Shoulder _r27_c32.jpg,0.030822,0.950871,0.018307
5 BEEF Shoulder _r27_c33.jpg,0.004531,0.990056,0.005413
5 BEEF Shoulder _r27_c34.jpg,0.018084,0.959435,0.022481
5 BEEF Shoulder _r27_c35.jpg,0.039292,0.949497,0.011211
5 BEEF Shoulder _r27_c36.jpg,0.009926,0.983525,0.006549
5 BEEF Shoulder _r27_c37.jpg,0.089068,0.904375,0.006557
5 BEEF Shoulder _r27_c38.jpg,0.080139,0.906937,0.012924
5 BEEF Shoulder _r27_c39.jpg,0.349840,0.622177,0.027983
5 BEEF Shoulder _r27_c4.jpg,0.016209,0.981299,0.002491
5 BEEF Shoulder _r27_c5.jpg,0.272688,0.724204,0.003108
5 BEEF Shoulder _r27_c6.jpg,0.059153,0.912796,0.028051
5 BEEF Shoulder _r27_c7.jpg,0.184109,0.787904,0.027987
5 BEEF Shoulder _r28_c0.jpg,0.062421,0.820072,0.117507
5 BEEF Shoulder _r28_c10.jpg,0.033048,0.949780,0.017173
5 BEEF Shoulder _r28_c12.jpg,0.045552,0.932004,0.022444
5 BEEF Shoulder _r28_c13.jpg,0.108100,0.871725,0.020174
5 BEEF Shoulder _r28_c15.jpg,0.034348,0.957846,0.007807
5 BEEF Shoulder _r28_c16.jpg,0.005529,0.990928,0.003544
5 BEEF Shoulder _r28_c17.jpg,0.001061,0.994287,0.004653
5 BEEF Shoulder _r28_c18.jpg,0.008278,0.982754,0.008968
